DST1504*20PPX120   0 -25 -25 -20 -16 -19 -13 -12 -11 -10  -6  -1  -4  -2   3  10  14  16  20  14  12   5  12  -1  -6  -3
DST1504*21PPX120   0  -8 -16  -9 -11 -20 -23 -25 -27 -25 -17 -18 -16 -20 -18 -19 -25 -23 -18 -18 -13 -13 -17 -24 -22 -19
DST1504*22PPX120   0 -20 -15 -14 -12 -13 -14 -18 -20 -20 -20 -17 -11 -10 -11 -11  -8  -9  -5  -3  -3  -2  -1  -6 -10 -11
DST1504*23PPX120   0 -11 -10 -10 -15 -20 -13  -8  -6  -6  -8  -6  -2   2   3   2   1   2   2   0   0  -1  -4  -7  -7  -5
DST1504*24PPX120   0  -6  -9  -7  -8 -14 -16 -12  -9 -10 -10  -9  -8  -9  -8  -7  -6  -7  -8  -7  -5  -2  -1  -3  -2  -8
DST1504*25PPX120   0  -1   0   1   2   2   2   4   4   5   5   4   4   4   5   6   6   4   2   0   0   3   6   8   8   4
DST1504*26PPX120   0   7   9  11  13  12  13  12  10   9   9   9  10   9   7   7   6   6   8   8   7   7   9   7   6   9
DST1504*27PPX120   0   4   4   8   8   4   4   3   7  10   7   4   5   0  -4  -6  -7  -7 -11 -18 -21 -20 -17 -21 -28  -4
DST1504*28PPX120   0 -31 -26 -18 -13 -14 -15 -15 -13  -7  -9 -16 -17 -12 -12 -13 -13 -15 -16 -10   0   6   3   1  -1 -12
DST1504*29PPX120   0  -5  -4  -1  -1  -3  -4  -2   0   1  -1  -2   1   1   1   2   1   0   2   2  -2  -8 -13 -16 -12  -3
DST1504*30PPX120   0  -6   1   6   8   9   8   5   1   1   2   2   4   6   7   5   5   6   7   6   2   3   5   5   2   4
DST1505*01PPX120   0  11  14  13   6  -2  -6  -2   1   0  -2  -1  -3  -1   2   1   4   6   5   5   7  11  14  12   9   4
DST1505*02PPX120   0   7  10  12  10   8   8   5   3   3   5   6   9   9   7   5   5  -1  -3  -3  -4   0  -3  -2  -7   4
DST1505*03PPX120   0 -10  -7  -4  -4  -8  -4  -2  -8 -12  -8  -8  -9  -8  -6  -3  -5  -4  -3  -3  -1   3   5   5   4  -4
DST1505*04PPX120   0   1   1  -4  -2   1   1  -2  -4  -6  -4   3   5   3   2  -5  -6  -6  -6  -2   2  -3  -3   1   2  -1
DST1505*05PPX120   0   6   8   7   7   6   4   1  -2  -5 -11  -8  -4  -3  -1  -1  -2  -6  -9  -8  -8  -6  -1   7   2  -1
DST1505*06PPX120   0  -3   3  18  15  17  11   3   0  -1  -7 -17 -18 -15 -13 -13 -16 -15 -26 -28 -23 -19 -16 -13  -4  -8
DST1505*07PPX120   0   6  10   8   3  -2  -6  -6 -10  -9  -9  -9  -8  -8  -5  -4  -7  -5  -8 -13  -7  -2   6   3  -5  -4
DST1505*08PPX120   0  -4  -2   0  -3   9  12  10   4  -5  -6  -7  -3  -5  -5  -6  -6  -8  -6  -6  -7  -6  -4  -4  -2  -3
DST1505*09PPX120   0  -1  -2   0   1  -1  -2   0   3   4   4  13  16  21  24  22  17   6  14  15   8  13  14   4   5   8
DST1505*10PPX120   0   6   8  10  12   9   2   1  -9 -11 -10 -20 -29 -19 -16 -14  -9 -10 -10  -8 -12 -14 -16 -17 -19  -8
DST1505*11PPX120   0 -22 -32 -39 -46 -51 -45 -42 -34 -27 -26 -27 -31 -32 -31 -30 -33 -34 -29 -31 -34 -32 -27 -22 -14 -32
DST1505*12PPX120   0  -8  -6  -5 -12 -23 -32 -30 -29 -35 -39 -39 -41 -38 -30 -27 -26 -32 -38 -44 -43 -33 -16  -9 -12 -27
DST1505*13PPX120   0  -9 -26 -39 -40 -30 -49 -76 -72 -67 -62 -64 -68 -66 -64 -58 -57 -56 -59 -59 -66 -65 -57 -45 -30 -54
DST1505*14PPX120   0 -24 -23 -24 -30 -31 -33 -27 -24 -27 -23 -21 -21 -23 -22 -26 -29 -32 -29 -26 -24 -21 -25 -20 -13 -25
DST1505*15PPX120   0  -9  -8  -8 -12 -15 -15 -20 -23 -23 -24 -24 -22 -21 -22 -22 -22 -22 -22 -22 -21 -17 -13  -9  -5 -18
DST1505*16PPX120   0  -5  -4  -4  -8 -10 -13 -15 -12 -10 -12 -13 -15 -15 -13 -14 -14 -13 -14 -15 -11  -7  -1   1   2 -10
DST1505*17PPX120   0   4   3   2   1   0  -3 -10 -14 -10  -9  -7  -6  -5  -6  -6  -2  -1  -1  -4  -1   1   4   4   4  -3
DST1505*18PPX120   0   8  12  14  14  17  17  15  15  10   5  15   7 -11 -15  -9  -8  -7 -12 -11  -9  -4  -2 -17 -42   0
DST1505*19PPX120   0 -32 -21 -28 -44 -35 -33 -31 -25 -21 -18 -14 -11 -10 -12 -18 -25 -25 -23 -21 -18 -18 -15 -14 -15 -22
DST1505*20PPX120   0 -15 -14 -14 -20 -21 -14 -15 -12 -10 -11 -10 -10 -14 -18 -18 -16 -17 -17 -19 -19 -19 -20 -21 -22 -16
DST1505*21PPX120   0 -18 -16 -15 -12 -10 -10  -9  -9  -9 -10  -9 -10 -11 -11 -11 -11 -11 -11  -9  -7  -5  -5  -4  -4 -10
DST1505*22PPX120   0  -7  -6  -4  -2   0  -3  -3  -5  -4  -3  -1  -1   0  -4  -2  -3  -3  -3  -4  -4  -3  -1  -1   2  -3
DST1505*23PPX120   0   4   5   5   4   6  10   7   5   2   0  -1   1   2   6   6   8  11  10  11  12  13  11  10   7   6
DST1505*24PPX120   0   5   3   1  -4  -7  -7  -4  -5  -2   1   3   3   3   4   5   5   3   4   2   0  -1   0   0   0   1
DST1505*25PPX120   0   1   1   2   3   4   4   6   9   9   7   5   5   5   4   3   2   3   4   5   5   6   8   9  12   5
DST1505*26PPX120   0   9   8   8  12   7   5   5  10  13  13  12  11   7   6   4   6   3   4   0   4   4   6   9   9   7
DST1505*27PPX120   0  11  10  10   9  10  11  10   8   7   7   4   3   3   8   4   1  -3  -5  -6  -9  -9  -5  -4  -7   3
DST1505*28PPX120   0  -9  -5   0   4   4   4   5   8   9   9   8   3  -5  -7  -5  -4  -4  -3   0   3   8  14  13   8   2
DST1505*29PPX120   0   9  11  12   9  10  10  13  12  12  14  14  13  11  12  11  10   9   8   9   9  10  10   9   9  11
DST1505*30PPX120   0  13  17  16  12  12  11   9   9  13  13  11  11  11  13  12  11   9   9  10   9   8   9   7   3  11
DST1505*31PPX120   0   6   7   5   1   1   1   3   2  -1   1   3   0   0   1   4  12  12   9  13  14  13  14  16  11   6
DST1506*01PPX120   0  -5  -9  -8  -7 -11 -14 -16 -16 -13 -10 -14 -13 -11  -9  -8  -7  -4  -1  -4 -11 -13 -13 -10  -4 -10
DST1506*02PPX120   0  -1   0  -1  -2  -4  -4  -4  -4  -2  -1  -2  -3  -3  -4  -4  -1   0   1   2   2   4   4   4   1  -1
DST1506*03PPX120   0  -1  -2  -2  -3  -2   0  -1   0   0  -1  -1  -1   0   0   0   1   3   4   2   0   0   0   0   0   0
DST1506*04PPX120   0  -1   1   0   0   0   0   1   2   3   2   1   0   1   2   2   3   2   3   4   5   3   2   2   3   2
DST1506*05PPX120   0   1   0   2   3   2   2   1   2   2   4   9  10   8   9   9   9   9   9   8   8   9   9  11  13   6
DST1506*06PPX120   0  14  16  15  17  18  20  19  21  19  20  20  14   5   4   4   5   5   5   7  11  12  12   9   9  13
DST1506*07PPX120   0   9  11   9   6   6   3  -1  -6  -4   1   9  10  15  20  20  20  20  21  24  24  16   8  10  14  11
DST1506*08PPX120   0  12   6   4   8   9   3 -21 -66 -73 -60 -52 -43 -66 -71 -67 -64 -67 -62 -66 -58 -55 -54 -46 -45 -41
DST1506*09PPX120   0 -40 -36 -36 -33 -35 -35 -33 -34 -27 -24 -24 -23 -26 -27 -35 -38 -36 -39 -42 -39 -40 -38 -35 -30 -34
DST1506*10PPX120   0 -31 -26 -25 -24 -22 -22 -25 -24 -26 -26 -24 -23 -24 -27 -30 -31 -29 -26 -26 -27 -30 -30 -24 -24 -26
DST1506*11PPX120   0 -24 -26 -26 -33 -32 -28 -23 -24 -26 -24 -21 -21 -22 -25 -27 -31 -29 -26 -24 -23 -24 -25 -24 -21 -25
DST1506*12PPX120   0 -18 -18 -21 -24 -23 -22 -21 -18 -14 -14 -12 -15 -16  -2   3   3  11  17  15  12   7   0  -1  -2  -7
DST1506*13PPX120   0  -3  -9  -9  -8  -9 -11 -11 -14 -10 -12 -16 -16 -16 -17 -19 -18 -17 -18 -21 -21 -21 -16  -8  -7 -14
DST1506*14PPX120   0 -14 -15 -15 -15 -17 -17 -18 -21 -22 -25 -24 -21 -20 -19 -16 -13 -12 -17 -14 -15 -16 -20 -18 -17 -18
DST1506*15PPX120   0 -18 -17 -19 -21 -23 -21 -20 -19 -17 -19 -20 -26 -29 -28 -27 -32 -34 -29 -23 -29 -28 -27 -22 -21 -24
DST1506*16PPX120   0 -27 -25 -22 -21 -19 -22 -22 -23 -28 -30 -27 -23 -23 -24 -25 -26 -28 -29 -23 -16 -14 -14 -12 -15 -22
DST1506*17PPX120   0 -14 -11 -18 -22 -29 -30 -33 -35 -37 -38 -35 -36 -39 -39 -39 -44 -42 -36 -34 -31 -31 -33 -34 -32 -32
DST1506*18PPX120   0 -30 -26 -22 -19 -18 -22 -21 -20 -20 -19 -18 -18 -22 -25 -30 -32 -31 -28 -25 -23 -22 -24 -20 -18 -23
DST1506*19PPX120   0 -19 -22 -25 -23 -22 -23 -25 -22 -17 -17 -18 -18 -18 -18 -20 -20 -18 -16 -13 -11 -11 -12 -13 -16 -18
DST1506*20PPX120   0 -14 -12 -13 -11  -8  -8  -7  -6  -9 -11 -11  -9  -8  -7  -7 -10 -12 -14 -12  -9  -6  -4  -3  -1  -9
DST1506*21PPX120   0   1  -1  -1   2   1  -1  -2  -3  -2   0   0   1   2   2   2   1   9  34  35  32  23  22  15  11   8
DST1506*22PPX120   0   8   8   9   8   8  11  13   4   6  -2  -5   2  -1  -6 -18 -35 -51 -41  -8 -53-121-106 -97-102 -24
